title|date|answers|url|post|area
Empresa que exerce atividade diferente da qual possui alvará de funcionamento pode ser fechada?|em 20 de agosto de 2016|0|/7927/empresa-exerce-atividade-diferente-funcionamento-fechada|0|empresarial
É possível ser empresário sem registro?|em 17 de agosto de 2016|0|/7857/e-possivel-ser-empresario-sem-registro|0|empresarial
Qual é o número mínimo e máximo de sócios de uma sociedade limitada?|em 16 de agosto de 2016|0|/7858/qual-numero-minimo-maximo-de-socios-uma-sociedade-limitada|0|empresarial
Pode passar uma empresa para o nome dos filhos, sendo um deles menor de idade?|em 10 de agosto de 2016|0|/7787/pode-passar-empresa-para-nome-filhos-sendo-deles-menor-idade|0|empresarial
É permitido divulgar CNPJ de clientes na Internet para oferecer informações comerciais?|em 8 de agosto de 2016|0|/7772/permitido-divulgar-clientes-internet-informacoes-comerciais|"Consulta jurídica e pergunta duplicada pelo mesmo perguntador: <a href=""/7661/e-licito-divulgar-fornecedores-e-clientes-na-internet"" rel=""nofollow"" target=""_blank"">http://www.perguntedireito.com.br/7661/e-licito-divulgar-fornecedores-e-clientes-na-internet</a>"|empresarial
Qual o código da Lei 8.934/2003 para frente?|em 4 de agosto de 2016|0|/7716/qual-o-codigo-da-lei-8-934-2003-para-frente|Bom dia, Gostaria de saber qual o código da Lei 8.934 do ano de 2003 pra frente. Obrigada|empresarial
É lícito divulgar fornecedores e clientes na Internet?|em 28 de julho de 2016|0|/7661/e-licito-divulgar-fornecedores-e-clientes-na-internet|Gostaria de saber se é permitido divulgar na internet uma lista de clientes e de fornecedores. Isso vai contra alguma lei?|empresarial
Qual é a diferença entre insolvência de fato e insolvência jurídica?|em 31 de maio de 2016|0|/7322/qual-diferenca-entre-insolvencia-fato-insolvencia-juridica|DIREITO EMPRESARIAL|empresarial
Para que serve o termo legal na falência?|em 19 de maio de 2016|0|/7231/para-que-serve-o-termo-legal-na-falencia|Para quê serve o termo legal|empresarial
A duplicata sem aceite é título hábil para embasar o pedido de falência?|em 9 de abril de 2016|0|/6933/duplicata-aceite-titulo-habil-para-embasar-pedido-falencia|0|empresarial
Que requisitos os títulos extrajudiciais devem obedecer para fundamentar o pedido de falência?|em 9 de abril de 2016|0|/6934/requisitos-extrajudiciais-obedecer-fundamentar-falencia|0|empresarial
Jornalista pode abrir sociedade simples ou somente sociedade empresária?|em 5 de abril de 2016|0|/6898/jornalista-sociedade-simples-somente-sociedade-empresaria|Gostaria de saber se um jornalista que queira ter sua própria sociedade para exercer o jornalismo com CNPJ junto a quem sabe um ou dois amigos de profissão, tem algum tratamento diferenciado do código civil, ou é obrigado a registrá-la como empresa na Junta Comercial de seu Estado?|empresarial
Em quais casos haverá responsabilidade limitada ou ilimitada para o sócio minoritário de sociedade limitada?|em 12 de fevereiro de 2016|0|/6556/responsabilidade-limitada-ilimitada-minoritario-sociedade|0|empresarial
Quem é o responsável pelo protesto de duplicata que deixou de ser feito antes da falência do devedor?|em 4 de fevereiro de 2016|0|/6531/responsavel-protesto-duplicata-deixou-feito-falencia-devedor|O sacador entregou a duplicata para o banco A protestar contra a empresa B. O sacador faliu antes do protesto seguir em frente. Quem é o responsável pelo protesto agora? O protestante que é o banco A, o sacador falido ou o credor que é o banco C?|empresarial
Qual é o prazo para protestar duplicata?|em 1 de fevereiro de 2016|0|/6513/qual-e-o-prazo-para-protestar-duplicata|Recebi (no dia 19/01/16) uma notificação de protesto de uma DSI (duplicata de prestacao de serviço) com vencimento em 25/02/11. Gostaria de saber se o prazo para protesto ja transcorreu e se o esse prazo é mesmo de 3 anos (artigo 18 da Lei das duplicatas).|empresarial
Quais requisitos a pessoa física precisa para exercer atividade empresária?|em 30 de janeiro de 2016|0|/6502/requisitos-pessoa-fisica-precisa-exercer-atividade-empresaria|0|empresarial
Por quanto tempo dura a responsabilidade do sócio após sua saída na sociedade limitada?|em 26 de janeiro de 2016|0|/6482/quanto-tempo-responsabilidade-socio-saida-sociedade-limitada|Por quanto tempo perdura a responsabilidade do sócio retirante da sociedade ltda.?|empresarial
É válida a nota promissória assinada por pessoa diversa do promitente?|em 25 de janeiro de 2016|0|/6474/valida-nota-promissoria-assinada-pessoa-diversa-promitente|"Olá, tenho uma empresa de varejo no ramo de móveis, e é muito comum aqui a esposa vir e comprar no nome do marido, sendo assim, no ato da compra gera uma nota promissória para o cliente assinar. Porém a nota promissória gerada é no nome do conjuge que possui a ""ficha cadastral"" em nosso sistema, e a pessoa que assina é o conjuge presente. Gostaria de saber se esssa nota promissória no nome do ""João"" e assinada pela ""Maria"" é valida. Obrigado."|empresarial
Ex-sócio tem responsabilidade sobre obrigações em que assinou como avalista?|em 9 de janeiro de 2016|0|/6406/socio-responsabilidade-sobre-obrigacoes-assinou-avalista|Tinha uma empresa o qual fazia parte do quadro societário, efetuamos algumas compras de maquinas e créditos de CDC, no comeco do ano, sai do quadro societário, porém assinei como avlaista nos beneficios adquiridos. Gostaria de saber se mesmo saindo da empresa, respondo como pessoa física pela dívida que a empresa não esta pagando?|empresarial
É possível revogar o direito antidumping?|em 4 de janeiro de 2016|0|/6345/e-possivel-revogar-o-direito-antidumping|0|empresarial
Existe norma FEDERAL que proíba servidor público ESTADUAL ou MUNICIPAL de ser empresário?|em 7 de dezembro de 2015|0|/6248/existe-federal-servidor-publico-estadual-municipal-empresario|0|empresarial
O que é trespasse?|em 23 de novembro de 2015|0|/1123/o-que-e-trespasse|0|empresarial
Há condomínio necessário entre sócios na propriedade adquirida por pessoa jurídica?|em 23 de novembro de 2015|0|/1182/condominio-necessario-socios-propriedade-adquirida-juridica|0|empresarial
"O que é ""factoring"" ou faturização?"|em 6 de novembro de 2015|0|/1325/o-que-e-factoring-ou-faturizacao|0|empresarial
Qual é a definição de indústria no contexto de saber se é permitido ou não abrir a empresa na própria residência?|em 4 de novembro de 2015|0|/6075/definicao-industria-contexto-permitido-propria-residencia|0|empresarial
Quais são os pressupostos da falência?|em 29 de outubro de 2015|0|/1350/quais-sao-os-pressupostos-da-falencia|0|empresarial
Qual a responsabilidade dos acionistas por dívidas da sociedade anônima?|em 19 de outubro de 2015|0|/5981/qual-responsabilidade-acionistas-dividas-sociedade-anonima|0|empresarial
A compra de ações pode ser caracterizada como relação de consumo?|em 14 de outubro de 2015|0|/5914/compra-de-acoes-pode-ser-caracterizada-como-relacao-consumo|as pessoas físicas que tiverem comprado Ações de uma S/A com capital na bovespa podem alegar que são consumidores da referida S/A em caso de prejuízo e de pedido judicial de indenização por conta disso?|empresarial
Qual é o limite da responsabilidade dos acionistas por dívidas da sociedade anônima?|em 14 de outubro de 2015|0|/5913/limite-responsabilidade-acionistas-dividas-sociedade-anonima|qual a responsabilidade dos acionistas por dividas da sociedade anonima tanto de capital aberto como fechado em caso de quebra econômico financeira antes do adimplemento pelos acionistas em relação as novas ações que foram emitidas/subscritas para que a S/A pudesse fazer novos investimentos pretendidos?|empresarial
Banco pode ceder contratos a outra empresa sem o consentimento dos consumidores?|em 23 de setembro de 2015|0|/5739/banco-ceder-contratos-empresa-consentimento-consumidores|Em 2009 o Citibank vendeu os cartões crédito ao Barclaycard. Podem vender os cartões sem consentimento dos titulares?|empresarial
Agência e de representação comercial são institutos idênticos?|em 28 de agosto de 2015|0|/5574/agencia-representacao-comercial-sao-institutos-identicos|"</div><div class=""assinatura"">Renan Akamine é fundador do site Pergunte Direito e graduado em Direito pela PUC-SP."|empresarial
Como a nota promissória pode ser anulada?|em 22 de julho de 2015|0|/5315/como-a-nota-promissoria-pode-ser-anulada|assinei notas promissórias para pagamento de um produto que não foi entregue, qual procedimento para anulação|empresarial
O Fabricante pode se recusar a vender seu produto a determinado grupo de lojistas?|em 7 de julho de 2015|0|/5226/fabricante-recusar-vender-produto-determinado-grupo-lojistas|Tenho uma empresa varejista de material de construção, após 1 ano sendo cliente ativo e com boa frequência de compras, simplesmente a fábrica para favorecer um certo grupo de lojistas concorrentes, bloqueou permanentemente o direito de minha empresa comprar seus produtos, mesmo pagando a vista, sempre com pagamento antecipado, nunca minha empresa ficou devendo nada para a fábrica, porém ela entendeu que nossa margem de preços esta abaixo do mercado, assim decidiu não vender mais para mim. Com esse problema minha empresa foi prejudicada financeiramente pois esse bloqueio me fez cancelar diversas vendas já realizadas, perder todo investimento em Marketing, exposição, faixada de loja e etc. Como posso fazer para penalizar a fabrica juridicamente na justiça? vale a pena? Existem amparo juridico que possa me defender de tal situação?|empresarial
Qual prazo para registro na Junta de alteração no contrato social por retirada de acionista de S/A capital fechado?|em 2 de julho de 2015|0|/5203/registro-alteracao-contrato-retirada-acionista-capital-fechado|Se não for registrada a retirada, os credores podem atingir o sócio que se retirou, haja vista que não foi dada a devida publicidade? Ao retirar-se, a sociedade pode pagar pelas ações com verba própria sem alteração do capital social?|empresarial
Alguém poderia me explicar qual o significado do Art. 29, §1º da Lei 6.404/76?|em 24 de junho de 2015|0|/5151/alguem-poderia-me-explicar-qual-significado-art-1-lei-404|Sinceramente, confiei na fonte quanto ao número da norma.|empresarial
Franqueadora pode exigir a alteração do contrato vigente?|em 22 de abril de 2015|0|/4730/franqueadora-pode-exigir-a-alteracao-do-contrato-vigente|0|empresarial
É considerado sociedade irregular o uso não individual de notas fiscais de produtor?|em 15 de abril de 2015|0|/4687/considerado-sociedade-irregular-individual-fiscais-produtor|0|empresarial
O administrador de sociedade limitada pode cumular esta função com a de procurador dos sócios?|em 2 de abril de 2015|0|/4636/administrador-sociedade-limitada-cumular-funcao-procurador|0|empresarial
Por que só o empresário e a sociedade empresária podem falir?|em 29 de outubro de 2014|0|/3907/por-que-so-o-empresario-e-a-sociedade-empresaria-podem-falir|Quem pode pedir recuperação judicial, extrajudicial ou ir a falência é o empresário ou sociedade empresária.|empresarial
Há alguma vedação ou óbice legal ao exercício da micro empresa individual por servidor distrital/municipal?|em 17 de outubro de 2014|0|/3813/vedacao-exercicio-individual-servidor-distrital-municipal|0|empresarial
Conforma-se à legislação de regência o funcionamento de estabelecimento comercial no térreo de edifício de apartamentos?|em 26 de setembro de 2014|0|/3685/legislacao-funcionamento-estabelecimento-apartamentos|0|empresarial
Quais obrigações vinculam o devedor após o deferimento de recuperação judicial?|em 21 de setembro de 2014|0|/3652/obrigacoes-vinculam-devedor-deferimento-recuperacao-judicial|- Quanto ao deferimento da recuperação judicial e apresentação do  plano de recuperação, qual obrigação vincula o devedor, e qual a  consequência pela falta de cumprimento desta obrigação?|empresarial
Loja móvel precisa de licença municipal para transitar na cidade de Guarapari-ES?|em 23 de julho de 2014|0|/3336/movel-precisa-licenca-municipal-transitar-cidade-guarapari|Oi amigo vc conseguiu trabalhar com a loja móvel  .  Quero fazer uma em Minas Gerais  tô com o mesmo poblema|empresarial
Quando o patrimônio dos sócios pode ser atingido por dívidas da sociedade por cotas limitada?|em 5 de junho de 2014|0|/3023/quando-patrimonio-socios-atingido-dividas-sociedade-limitada|0|empresarial
A alienação de capital pode ser subordinada à necessidade de autorização legislativa?|em 13 de abril de 2014|0|/2690/alienacao-subordinada-necessidade-autorizacao-legislativa|Lei estadual, de  iniciativa parlamentar, pode subordinar à autorização legislativa prévia a alienação de qualquer  percentual do capital acionário - com direito a voto - de sociedade de economia mista?|empresarial
O que é o valor de emissão de uma ação?|em 13 de abril de 2014|0|/2684/o-que-e-o-valor-de-emissao-de-uma-acao|0|empresarial
Como retirar impedimento judicial de um contrato de leasing?|em 27 de fevereiro de 2014|0|/2326/como-retirar-impedimento-judicial-de-um-contrato-de-leasing|Foi pago o um contrato de leasing através de um acordo, e inclusive já foi retirado o protesto, gostaria de saber como retirar o impedimento judicial, é feito pelo serasa, pelo banco? Ou apenas judicialmente?|empresarial
A cláusula de rescisão contratual por escrito pode ser cumprida por e-mail?|em 22 de janeiro de 2014|0|/2082/clausula-rescisao-contratual-por-escrito-pode-cumprida-mail|Boa tarde, Bruno. Seja bem vindo ao Pergunte Direito! Pelas informações descritas não ficou claro se o contrato é de consumo ou comercial. Essa informação é importante para determinar qual é a legislação em estudo. Se não for o caso de contrato consumerista, por favor forneça mais informações antes que alguém perca tempo pesquisando o assunto errado.|empresarial
Quais documentos são exigidos de estrangeiro que pretende se tornar sócio de empresa brasileira?|em 14 de janeiro de 2014|0|/2036/documentos-exigidos-estrangeiro-pretende-empresa-brasileira|0|empresarial
O spread bancário tem limitação legal?|em 12 de janeiro de 2014|0|/1189/o-spread-bancario-tem-limitacao-legal|0|empresarial
O que é estabelecimento comercial no direito empresarial?|em 10 de janeiro de 2014|0|/1105/o-que-e-estabelecimento-comercial-no-direito-empresarial|0|empresarial
É possível contribuir só com serviço em sociedade empresária?|em 4 de dezembro de 2013|0|/1897/possivel-contribuir-so-com-servico-em-sociedade-empresaria|0|empresarial
A manifestação das partes faz o cheque perder sua abstração?|em 26 de novembro de 2013|0|/1827/a-manifestacao-das-partes-faz-o-cheque-perder-sua-abstracao|0|empresarial
Uma duplicata virtual devera sempre ser precedida de protesto cambial?|em 26 de novembro de 2013|0|/1825/duplicata-virtual-devera-sempre-precedida-protesto-cambial|Para ser executada judicialmente? Sim. Protesto por indicação.|empresarial
É possivel emitir duplicata de compra paga com cheque?|em 26 de novembro de 2013|0|/1824/e-possivel-emitir-duplicata-de-compra-paga-com-cheque|Determinado comerciante fornece mercadorias a um cliente, também comerciante, que se propõe a revender as referidas mercadorias. O comprador emitiu um cheque no valor correspondente às mercadorias, solicitando ao vendedor que só apresentasse ao sistema de compensação após determinado prazo. Tendo-se em vista a necessidade de fluxo de caixa, lastreado nesse cheque, o vendedor sacou algumas duplicatas e as negociou com uma instituição financeira. Considerando-se que o cheque não é um titulo de credito proprio, pode-se considerar valida a emissao da duplicata pelo vendedor?|empresarial
Sócio incapaz impede o funcionamento da sociedade empresária?|em 12 de novembro de 2013|0|/1745/socio-incapaz-impede-funcionamento-sociedade-empresaria|Se tenho um sócio incapaz posso continuar a exercer mercância de forma automática, há condicionantes?|empresarial
O que significa universalidade de fato?|em 5 de novembro de 2013|0|/1704/o-que-significa-universalidade-de-fato|Estava estudando Direito Comercial, lí que o estabelecimento empresarial é uma universalidade de fato...|empresarial
Fazem parte do estabelecimento empresarial os débitos da sociedade?|em 31 de outubro de 2013|0|/1679/fazem-parte-estabelecimento-empresarial-debitos-sociedade|0|empresarial
Os débitos da empresa que pede falência são transferidos a pessoa física?|em 24 de outubro de 2013|0|/1610/debitos-empresa-pede-falencia-transferidos-pessoa-fisica|Quando a empresa entra com pedido de falência, os débitos são transferidos a pessoa física?|empresarial
A sociedade anônima pode ser constituída por outras pessoas jurídicas, duas sociedades limitadas, por exemplo?|em 15 de outubro de 2013|0|/1551/sociedade-anonima-constituida-juridicas-sociedades-limitadas|0|empresarial
Quais as responsabilidades dos sócios na sociedade anônima?|em 16 de agosto de 2013|0|/1220/quais-as-responsabilidades-dos-socios-na-sociedade-anonima|QUERO SABER EXATAMENTE, QUAIS SÃO AS RESPONSABILIDADES DOS SÓCIOS NA SOCIEDADE ANÔNIMA|empresarial
No penhor de veículos é obrigatório seguro contra furto, avaria, perecimento e demais danos?|em 6 de agosto de 2013|0|/392/penhor-veiculos-obrigatorio-seguro-contra-avaria-perecimento|0|empresarial
Qual título apresenta exceção ao princípio da cartularidade dos títulos de créditos?|em 21 de julho de 2013|0|/388/apresenta-excecao-principio-cartularidade-titulos-creditos|Atualmente, as cortes nacionais vêm aceitando que a duplicata virtual é claro exemplo de mitigação do princípio da cartularidade dos títulos de crédito (Resp nº 1.024.691)|empresarial
Como receber valor de cheque posto em ação monitória?|em 24 de junho de 2013|0|/842/como-receber-valor-de-cheque-posto-em-acao-monitoria|Caso procedente o processo o autor pode indicar uma conta bancária de terceiro para depósito ou somente pode ser conta bancária para para receber o depósito?|empresarial
O que é desconsideração da personalidade jurídica?|em 19 de junho de 2013|0|/803/o-que-e-desconsideracao-da-personalidade-juridica|0|empresarial
Atacadista pode recusar venda a lojista?|em 17 de junho de 2013|0|/792/atacadista-pode-recusar-venda-a-lojista|Lembrando que lojista não é consumidor pois não é o destinatário final do produto ou serviço.|empresarial
De que forma ocorre a integralização do capital social?|em 11 de junho de 2013|0|/773/de-que-forma-ocorre-a-integralizacao-do-capital-social|0|empresarial
Quais os requisitos para usufruto e alienação fiduciária de ações nominativas?|em 24 de maio de 2013|0|/389/quais-requisitos-usufruto-alienacao-fiduciaria-nominativas|0|empresarial
Quais são os principais efeitos da sentença declaratória de falência, para os credores?|em 22 de abril de 2013|0|/391/principais-efeitos-sentenca-declaratoria-falencia-credores|0|empresarial
Como extinguir uma sociedade limitada?|em 20 de abril de 2013|0|/601/como-extinguir-uma-sociedade-limitada|"Olá, anônimo. Seja bem vindo ao Pergunte Direito! Parte de sua pergunta foi suprimida por conter múltiplos questionamentos e pode ser encontrada em sua forma original em <a href=""/meta/32"" rel=""nofollow"" target=""_blank"">http://www.perguntedireito.com.br/meta/32</a>. Confira o FAQ e o Manual do Moderador para entender melhor as regras do site."|empresarial
Em que implica a não apresentação do plano de recuperação após o deferimento da recuperação judicial?|em 13 de abril de 2013|0|/455/apresentacao-recuperacao-deferimento-recuperacao-judicial|0|empresarial
Como se estabelece a falência do empresário?|em 10 de abril de 2013|0|/532/como-se-estabelece-a-falencia-do-empresario|0|empresarial
Podem as instituições financeiras serem sujeitas a falência?|em 10 de abril de 2013|0|/531/podem-as-instituicoes-financeiras-serem-sujeitas-falencia|0|empresarial
Em que se distinguem o inadimplemento, a insolvência e a insolvabilidade?|em 10 de abril de 2013|0|/530/distinguem-inadimplemento-insolvencia-insolvabilidade|0|empresarial
Quais são os tipos empresárias que não podem falir?|em 10 de abril de 2013|0|/529/quais-sao-os-tipos-empresarias-que-nao-podem-falir|0|empresarial
Qual é a definição de empresa?|em 31 de março de 2013|0|/354/qual-e-a-definicao-de-empresa|Carolina, a sua resposta foi publicada como comentário. Por favor, publique-a como resposta clicando no botão Responder para receber avaliações e ganhar pontos.|empresarial
Existem vedações legais ao exercício de empresa?|em 24 de março de 2013|0|/355/existem-vedacoes-legais-ao-exercicio-de-empresa|0|empresarial
Qual é a diferença entre o valor de negociação, o valor econômico e o preço de emissão de uma ação?|em 5 de março de 2013|0|/286/diferenca-entre-negociacao-valor-economico-preco-emissao|Pedro, deixe outras pessoas tentarem responder as suas perguntas.|empresarial
Qual é a diferença entre o valor nominal e o valor patrimonial de uma ação?|em 5 de março de 2013|0|/284/qual-diferenca-entre-valor-nominal-valor-patrimonial-acao|0|empresarial
Sócio declarado incapaz pode permanecer em sociedade empresária?|em 27 de fevereiro de 2013|0|/198/socio-declarado-incapaz-permanecer-sociedade-empresaria|0|empresarial
Quais as principais diferenças entre a responsabilidade dos sócios na sociedade limitada e na sociedade anônima?|em 24 de fevereiro de 2013|0|/190/principais-diferencas-responsabilidade-sociedade-sociedade|0|empresarial
É possível cumular cargos de conselheiro administrativo em diferentes sociedades?|em 18 de fevereiro de 2013|0|/196/possivel-conselheiro-administrativo-diferentes-sociedades|0|empresarial
O avalista responde por nota promissória falsificada?|em 14 de fevereiro de 2013|0|/200/o-avalista-responde-por-nota-promissoria-falsificada|0|empresarial
O que são debêntures?|em 20 de novembro de 2012|0|/166/o-que-sao-debentures|0|empresarial
Como se dá a integralização do capital social nas sociedades por ações através da entrega de bens à sociedade?|em 25 de setembro de 2012|0|/117/integralizacao-capital-sociedades-atraves-entrega-sociedade|0|empresarial
